project_name	publication_year	publication_doi	sample_name	sample_host	archive_project	archive_sample_accession	date_information_present	date_is_radiocarbon	archaeological_historical_date	multiple_dates	reference_location	reference_citation_depth	primary_secondary_reference_citation_doi	direct_dating_individual	direct_dating_element	radiocarbon_lab_code	radiocarbon_lab_sample_id	spectrometry_type	pretreatment_reported	pretreatment_type	sample_material	uncalibrated_date	uncalibrated_uncertainty_plus_minus	delta_13c	carbon_perc	delta_15n	carbon_nitrogen_ratio	calibration_reported	calibration_curve	calibration_software	calibration_software_version	calibration_software_settings	calibration_software_citation_doi	calibrated_range_lower	calibrated_range_upper	calibrated_range_median	calibrated_range_suffix	calibrated_range_confidence_interval	reservoir_offset_mentioned	reservoir_offset_applied	reservoir_offset_type	reservoir_offset_reported	reservoir_offset_reported_sd	reservoir_aquatic_carbon_perc	reservoir_aquatic_carbon_perc_sd
Jacobson2020	2020	10.1098/rstb.2019.0586	MAWB_6	Homo sapiens	PRJNA657275	SRS7212792	TRUE	TRUE	DNE	FALSE	Supplement table	2	https://hdl.handle.net/2346/68031	TRUE	FALSE	UCIAMS	154712	NR	NR	NR	bone	1220	20	-10.5	-99999	-99999	-99999	TRUE	IntCal13	OxCal	4.2.4	NR	10.1017/S0033822200033865	713	885	NA	cal CE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_001	Homo sapiens	PRJNA657275	SRS7212787	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1126	825	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_002	Homo sapiens	PRJNA657275	SRS7212788	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1126	825	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_003	Homo sapiens	PRJNA657275	SRS7212797	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1126	825	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_004	Homo sapiens	PRJNA657275	SRS7212798	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1126	825	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_005	Homo sapiens	PRJNA657275	SRS7212799	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1384	936	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_006	Homo sapiens	PRJNA657275	SRS7212800	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1384	936	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_007	Homo sapiens	PRJNA657275	SRS7212801	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1384	936	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_008	Homo sapiens	PRJNA657275	SRS7212802	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	1384	936	NA	cal BCE	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_009	Homo sapiens	PRJNA657275	SRS7212803	TRUE	FALSE	3850-3250	FALSE	Supplement table	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_010	Homo sapiens	PRJNA657275	SRS7212804	TRUE	FALSE	3850-3250	FALSE	Supplement table	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	SA_011	Homo sapiens	PRJNA657275	SRS7212789	TRUE	FALSE	3850-3250	FALSE	Supplement table	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	ESL 3382-166 (cop_ESL166)	Canis lupus	PRJNA657304	SRS7205534	TRUE	FALSE	975-900	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 7298-2 (cop_JBG82)	Canis lupus	PRJNA657304	SRS7205533	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 6227-15 (cop_JBG15)	Canis lupus	PRJNA657304	SRS7205532	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 5146-2 (cop_JBG462)	Canis lupus	PRJNA657304	SRS7205531	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 2589-10 (cop_JBG10)	Canis lupus	PRJNA657304	SRS7205530	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 2240-4 (cop_JBG4)	Canis lupus	PRJNA657304	SRS7205529	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 1131-29 (cop_JBG29)	Canis lupus	PRJNA657304	SRS7205527	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 1045-13 (cop_JBG13)	Canis lupus	PRJNA657304	SRS7205516	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Witt2021	2021	10.1038/s41598-021-82362-6	JBG 750-16 (cop_JBG16)	Canis lupus	PRJNA657304	SRS7205515	TRUE	FALSE	1300-650	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Maixner2021	2021	10.1016/j.cub.2021.09.031	2604	Homo sapiens	PRJEB44507	ERS6299590	TRUE	TRUE	2750-2350	FALSE	supplement text	1	10.1016/j.cub.2021.09.031	TRUE	TRUE	MAMS	46504	AMS	NR	NR	NR	2525	27	-99999	-99999	-99999	-99999	TRUE	IntCal20	SwissCal	NR	NR	NR	791	545	-99999	cal BC	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Maixner2021	2021	10.1016/j.cub.2021.09.031	2610	Homo sapiens	PRJEB44507	ERS6299591	TRUE	TRUE	2750-2350	FALSE	supplement text	1	10.1016/j.cub.2021.09.031	TRUE	TRUE	MAMS	46505	AMS	NR	NR	NR	2990	28	-99999	-99999	-99999	-99999	TRUE	IntCal20	SwissCal	NR	NR	NR	1376	1121	-99999	cal BC	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Maixner2021	2021	10.1016/j.cub.2021.09.031	2611	Homo sapiens	PRJEB44507	ERS6299592	TRUE	TRUE	2750-2350	FALSE	supplement text	1	10.1016/j.cub.2021.09.031	TRUE	TRUE	MAMS	46506	AMS	NR	NR	NR	2508	25	-99999	-99999	-99999	-99999	TRUE	IntCal20	SwissCal	NR	NR	NR	776	544	-99999	cal BC	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Maixner2021	2021	10.1016/j.cub.2021.09.031	2612	Homo sapiens	PRJEB44507	ERS6299593	TRUE	TRUE	250-150	FALSE	supplement text	1	10.1016/j.cub.2021.09.031	TRUE	TRUE	MAMS	46507	AMS	NR	NR	NR	154	23	-99999	-99999	-99999	-99999	TRUE	IntCal20	SwissCal	NR	NR	NR	1667	1950	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	GBVPK	Homo sapiens	PRJEB41240	ERS5359147	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	223208	AMS	NR	NR	bone	3890	15	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	2461	2299	2387	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	GBVPL	Homo sapiens	PRJEB41240	ERS5359148	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	223209	AMS	NR	NR	bone	4015	15	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	2574	2473	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	GBVPO	Homo sapiens	PRJEB41240	ERS5359149	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	223210	AMS	NR	NR	bone	3360	15	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	1737	1547	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	MAS15	Homo sapiens	PRJEB41240	ERS5359150	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229439	AMS	NR	NR	bone	4395	20	-99999	-99999	-99999	3.21	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3092	2921	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	ROUQCC	Homo sapiens	PRJEB41240	ERS5359137	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229423	AMS	NR	NR	bone	4595	20	-99999	-99999	-99999	3.16	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3495	3340	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	ROUQEE	Homo sapiens	PRJEB41240	ERS5359139	TRUE	TRUE	DNE	FALSE	supplement text	1		TRUE	FALSE	UCIAMS	223212	AMS	NR	NR	bone	4435	15	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3321	2937	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	ROUQFF	Homo sapiens	PRJEB41240	ERS5359140	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229424	AMS	NR	NR	bone	4490	20	-99999	-99999	-99999	3.16	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3340	3096	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	ROUQHH	Homo sapiens	PRJEB41240	ERS5359142	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229425	AMS	NR	NR	bone	4505	20	-99999	-99999	-99999	3.18	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3346	3101	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	ROUQV	Homo sapiens	PRJEB41240	ERS5359141	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	223211	AMS	NR	NR	bone	4515	15	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3354	3102	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	ROUQW	Homo sapiens	PRJEB41240	ERS5359138	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229422	AMS	NR	NR	bone	4515	25	-99999	-99999	-99999	3.18	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3356	3101	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	TORTC	Homo sapiens	PRJEB41240	ERS5359143	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229426	AMS	NR	NR	bone	4020	20	-99999	-99999	-99999	3.24	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	2578	2472	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	TORTD	Homo sapiens	PRJEB41240	ERS5359144	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229427	AMS	NR	NR	bone	4405	25	-99999	-99999	-99999	3.19	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3261	2918	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	TORTE	Homo sapiens	PRJEB41240	ERS5359145	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	223206	AMS	NR	NR	bone	4080	15	-99999	-99999	-99999	3.3	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	2839	2500	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	TORTF	Homo sapiens	PRJEB41240	ERS5359146	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	223207	AMS	NR	NR	bone	3565	15	-99999	-99999	-99999	3.3	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	2008	1825	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	1H04	Homo sapiens	PRJEB41240	ERS5359126	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229428	AMS	NR	NR	bone	4345	25	-99999	-99999	-99999	3.27	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3021	2901	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	1H04	Homo sapiens	PRJEB41240	ERS5359126	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229429	AMS	NR	NR	bone	4260	20	-99999	-99999	-99999	3.26	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	2911	2876	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	1H06	Homo sapiens	PRJEB41240	ERS5359127	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229430	AMS	NR	NR	bone	4450	20	-99999	-99999	-99999	3.19	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3330	3018	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	1H07	Homo sapiens	PRJEB41240	ERS5359128	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229431	AMS	NR	NR	bone	4480	20	-99999	-99999	-99999	3.16	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3338	3037	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	1H13	Homo sapiens	PRJEB41240	ERS5359129	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229432	AMS	NR	NR	bone	4395	20	-99999	-99999	-99999	3.19	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3092	2921	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	1H14	Homo sapiens	PRJEB41240	ERS5359130	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229433	AMS	NR	NR	bone	4470	20	-99999	-99999	-99999	3.22	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3334	3030	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	2H06	Homo sapiens	PRJEB41240	ERS5359131	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229434	AMS	NR	NR	bone	4500	20	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3344	3099	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	2H07	Homo sapiens	PRJEB41240	ERS5359132	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229435	AMS	NR	NR	bone	4540	20	-99999	-99999	-99999	3.25	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3366	3104	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	2H10	Homo sapiens	PRJEB41240	ERS5359133	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	224907	AMS	NR	NR	bone	4495	20	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3341	3098	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	2H11	Homo sapiens	PRJEB41240	ERS5359134	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	224908	AMS	NR	NR	bone	4510	20	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3351	3102	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	2H17	Homo sapiens	PRJEB41240	ERS5359135	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229436	AMS	NR	NR	bone	4475	25	-99999	-99999	-99999	3.23	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3338	3031	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	2HxC5x196x1131	Homo sapiens	PRJEB41240	ERS5359136	TRUE	TRUE	DNE	TRUE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229437	AMS	NR	NR	bone	4515	20	-99999	-99999	-99999	3.2	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3355	3102	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
SeguinOrlando2021	2021	10.1016/j.cub.2020.12.015	2HxC5x196x1131	Homo sapiens	PRJEB41240	ERS5359136	TRUE	TRUE	DNE	TRUE	supplement text	1	10.1016/j.cub.2020.12.015	TRUE	FALSE	UCIAMS	229438	AMS	NR	NR	bone	4525	20	-99999	-99999	-99999	3.19	TRUE	IntCal20	OxCal	NR	NR	10.1017/S0033822200033865	3361	3102	-99999	cal BCE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	UT30.3	Homo sapiens	PRJNA561510	SRS5300636	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032015	AMS	NR	NR	paleofeces	1947	30	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	21	127	-99999	cal BC/AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	UT43.2	Homo sapiens	PRJNA561510	SRS5300648	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032017	AMS	NR	NR	paleofeces	1994	26	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	46	64	-99999	cal BC/AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	AW107 / AZ107	Homo sapiens	PRJNA561510	SRS5300659	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032019	AMS	NR	NR	paleofeces	1469	26	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	551	643	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	AW108 / AZ108	Homo sapiens	PRJNA561510	SRS5300666	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032020	AMS	NR	NR	paleofeces	1406	26	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	601	664	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	AW110A/ AZ110A	Homo sapiens	PRJNA561510	SRS5300667	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032021	AMS	NR	NR	paleofeces	1445	28	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	568	652	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	Zape1	Homo sapiens	PRJNA561510	SRS5300670	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032023	AMS	NR	NR	paleofeces	1132	24	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	778	986	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	Zape2	Homo sapiens	PRJNA561510	SRS5300669	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032024	AMS	NR	NR	paleofeces	1176	28	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	770	953	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Wibowo2021	2021	10.1038/s41586-021-03532-0	Zape3	Homo sapiens	PRJNA561510	SRS5300638	TRUE	TRUE	DNE	FALSE	supplement text	1	10.1038/s41586-021-03532-0	TRUE	TRUE	D-AMS	032025	AMS	NR	NR	paleofeces	1289	28	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	665	770	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
