project_name	publication_year	publication_doi	sample_name	sample_host	archive_project	archive_sample_accession	date_information_present	date_is_radiocarbon	archaeological_historical_date	multiple_dates	reference_location	reference_citation_depth	primary_secondary_reference_citation_doi	direct_dating_individual	direct_dating_element	radiocarbon_lab_code	radiocarbon_lab_sample_id	spectrometry_type	pretreatment_reported	pretreatment_type	sample_material	uncalibrated_date	uncalibrated_uncertainty_plus_minus	delta_13c	carbon_perc	delta_15n	carbon_nitrogen_ratio	calibration_reported	calibration_curve	calibration_software	calibration_software_version	calibration_software_settings	calibration_software_citation_doi	calibrated_range_lower	calibrated_range_upper	calibrated_range_median	calibrated_range_suffix	calibrated_range_confidence_interval	reservoir_offset_mentioned	reservoir_offset_applied	reservoir_offset_type	reservoir_offset_reported	reservoir_offset_reported_sd	reservoir_aquatic_carbon_perc	reservoir_aquatic_carbon_perc_sd
Kirdok2024	2024	10.1038/s41598-023-48762-6	ble007	Homo sapiens	PRJNA994900	SRS18297825	TRUE	TRUE	10200-9400	FALSE	supplement text	2	10.1038/s41598-023-48762-6	FALSE	FALSE	Ua	56731	NR	NR	NR	birch pitch	8712	44	-99999	-99999	-99999	-99999	TRUE	NR	OxCal	4.3	NR	10.1017/S0033822200033865	9880	9540	-99999	cal BP	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Kirdok2024	2024	10.1038/s41598-023-48762-6	ble008	Homo sapiens	PRJNA994900	SRS18297826	TRUE	TRUE	10200-9400	FALSE	supplement text	2	10.1038/s41598-023-48762-6	FALSE	FALSE	Ua	56731	NR	NR	NR	birch pitch	8712	44	-99999	-99999	-99999	-99999	TRUE	NR	OxCal	4.3	NR	10.1017/S0033822200033865	9880	9540	-99999	cal BP	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH62	Homo sapiens	PRJDB15258	DRS361428	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH58	Homo sapiens	PRJDB15258	DRS361172	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH74	Homo sapiens	PRJDB15258	DRS361450	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH55	Homo sapiens	PRJDB15258	DRS361563	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH62	Homo sapiens	PRJDB15258	DRS361428	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH58	Homo sapiens	PRJDB15258	DRS361172	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH74	Homo sapiens	PRJDB15258	DRS361450	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Nishimura2024	2024	10.1371/journal.pone.0295924	TH55	Homo sapiens	PRJDB15258	DRS361563	TRUE	FALSE	7000-5500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Wright2024	2024	10.1016/j.jasrep.2024.104510	ROM_5C	Homo sapiens	PRJNA704183	SRS8307107	TRUE	FALSE	1850-1350	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Wright2024	2024	10.1016/j.jasrep.2024.104510	ROM_5D	Homo sapiens	PRJNA704183	SRS8307108	TRUE	FALSE	1850-1350	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Wright2024	2024	10.1016/j.jasrep.2024.104510	ROM_10D	Homo sapiens	PRJNA704183	SRS8307110	TRUE	FALSE	1850-1350	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Wright2024	2024	10.1016/j.jasrep.2024.104510	ROM_9C	Homo sapiens	PRJNA704183	SRS8307109	TRUE	FALSE	1750-1550	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Modi2021	2021	10.1016/j.quaint.2021.12.003	PsP_6417	Homo sapiens	PRJNA739881	SRS9263819	TRUE	FALSE	5700-5054	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Modi2021	2021	10.1016/j.quaint.2021.12.003	PsP_6416	Homo sapiens	PRJNA739881	SRS9263820	TRUE	FALSE	5700-5054	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Modi2021	2021	10.1016/j.quaint.2021.12.003	PsP_6410	Homo sapiens	PRJNA739881	SRS9263818	TRUE	FALSE	5700-5054	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Modi2021	2021	10.1016/j.quaint.2021.12.003	PsP_6408	Homo sapiens	PRJNA739881	SRS9263822	TRUE	FALSE	5700-5054	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Modi2021	2021	10.1016/j.quaint.2021.12.003	PsP_6407	Homo sapiens	PRJNA739881	SRS9263817	TRUE	FALSE	5700-5054	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Modi2021	2021	10.1016/j.quaint.2021.12.003	PsP_6405	Homo sapiens	PRJNA739881	SRS9263816	TRUE	FALSE	5700-5054	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8809	Homo sapiens	PRJNA688065	SRS7967587	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8810	Homo sapiens	PRJNA688065	SRS7967568	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8811	Homo sapiens	PRJNA688065	SRS7967579	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8813	Homo sapiens	PRJNA688065	SRS7967581	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8815	Homo sapiens	PRJNA688065	SRS7967572	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8816	Homo sapiens	PRJNA688065	SRS7967582	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8818	Homo sapiens	PRJNA688065	SRS7967586	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8819	Homo sapiens	PRJNA688065	SRS7967583	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8820	Homo sapiens	PRJNA688065	SRS7967584	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8822	Homo sapiens	PRJNA688065	SRS7967573	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8825	Homo sapiens	PRJNA688065	SRS7967588	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8826	Homo sapiens	PRJNA688065	SRS7967589	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8827	Homo sapiens	PRJNA688065	SRS7967560	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8829	Homo sapiens	PRJNA688065	SRS7967561	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8830	Homo sapiens	PRJNA688065	SRS7967574	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8831	Homo sapiens	PRJNA688065	SRS7967562	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8833	Homo sapiens	PRJNA688065	SRS7967563	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8834	Homo sapiens	PRJNA688065	SRS7967564	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8835	Homo sapiens	PRJNA688065	SRS7967575	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8838	Homo sapiens	PRJNA688065	SRS7967576	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8839	Homo sapiens	PRJNA688065	SRS7967577	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8840	Homo sapiens	PRJNA688065	SRS7967565	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8843	Homo sapiens	PRJNA688065	SRS7967566	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8844	Homo sapiens	PRJNA688065	SRS7967567	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8855	Homo sapiens	PRJNA688065	SRS7967569	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8856	Homo sapiens	PRJNA688065	SRS7967570	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Farrer2021	2021	10.1038/s41598-021-86100-w	Jewbury8857	Homo sapiens	PRJNA688065	SRS7967571	TRUE	FALSE	780-660	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM041.G	Homo sapiens	PRJEB46022	ERS6636085	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM041.K	Homo sapiens	PRJEB46022	ERS6636086	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM041.U	Homo sapiens	PRJEB46022	ERS6636087	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM041.V	Homo sapiens	PRJEB46022	ERS6636088	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM041.Y	Homo sapiens	PRJEB46022	ERS6636089	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.C	Homo sapiens	PRJEB46022	ERS6636090	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.E	Homo sapiens	PRJEB46022	ERS6636091	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.G	Homo sapiens	PRJEB46022	ERS6636092	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.H	Homo sapiens	PRJEB46022	ERS6636093	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.M	Homo sapiens	PRJEB46022	ERS6636094	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.P	Homo sapiens	PRJEB46022	ERS6636095	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.Q	Homo sapiens	PRJEB46022	ERS6636096	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.U	Homo sapiens	PRJEB46022	ERS6636097	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM042.W	Homo sapiens	PRJEB46022	ERS6636098	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM043.L	Homo sapiens	PRJEB46022	ERS6636099	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM043.P	Homo sapiens	PRJEB46022	ERS6636100	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM043.T	Homo sapiens	PRJEB46022	ERS6636101	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM043.U	Homo sapiens	PRJEB46022	ERS6636102	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM043.X	Homo sapiens	PRJEB46022	ERS6636103	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Fagernas2022	2022	10.1093/femsmc/xtac006	CDM043.Y	Homo sapiens	PRJEB46022	ERS6636104	TRUE	FALSE	4500–5000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
