project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sedimentary_sequence	depth	sample_name	sample_age	sample_age_doi	material	collection_date	archive	archive_accession
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA1.1	13900	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040659
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA1.12	13900	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040658
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA3.1	13200	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040657
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA4.1	12800	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040656
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA4.12	12800	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040655
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA5.1	12500	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040654
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA6.1	12000	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040653
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA6.12	12000	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040652
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA7.1	11600	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040651
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA7.12	11600	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040650
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA8.1	11000	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040649
Ahmed2018	2018	10.1016/j.quascirev.2017.11.037	Hässeldala Port	56.16	15.01	Sweden	Unknown	Unknown	HA8.12	11000	10.1111/bor.12207	lake sediment	2015	ENA	SRS2040648
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_95_S81_ELFM1D1	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605424
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_95_S81_ELFM2D2	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605425
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_95_S81_ELFN1D3	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605426
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_95_S81_ELFN1D4	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605427
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_104_S78_ELFM1D1	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605428
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_104_S78_ELFM2D2	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605429
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_104_S78_ELFN1D3	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605430
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_104_S78_ELFN1D4	6000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605431
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_120_D1_ELFN3D1	8100	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605432
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_120_D2_ELFN3D2	8100	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605433
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_126_E1_ELFN3D1	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605434
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_126_E2_ELFN3D2	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605435
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_138_F1_ELFN3D1	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605436
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_138_F2_ELFN3D2	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605437
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_138_S79_ELFM1D1	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605438
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_138_S79_ELFM2D2	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605439
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_138_S79_ELFN1D3	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605440
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_138_S79_ELFN1D4	8000	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605441
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_149_G1_ELFN3D1	8100	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605442
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_149_G2_ELFN3D2	8100	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605443
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_167_S80_ELFM1D1	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605444
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_167_S80_ELFM2D2	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605445
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_167_S80_ELFN1D3	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605446
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_167_S80_ELFN1D4	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605447
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_212_S75_ELFM1D1	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605448
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_212_S75_ELFM2D2	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605449
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_212_S75_ELFN1D3	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605450
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_212_S75_ELFN1D4	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605451
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_247_S76_ELFM1D1	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605452
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_247_S76_ELFM2D2	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605453
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_282_S77_ELFM1D1	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605454
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_282_S77_ELFM2D2	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605455
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_310_S73_ELFM1D1	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605456
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_310_S73_ELFM2D2	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605457
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_348_S74_ELFM1D1	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605458
Gaffney2020	2020	10.3390/geosciences10070270	Unknown	53.322	1.118	North Sea	Unknown	Unknown	ELF001A_348_S74_ELFM2D2	9200	10.3390/geosciences10070270	shallow marine sediment	2016	ENA	ERS3605459
